461;5689;5.0;3;1169190000
472;8482;4.0;6;1169190000
626;9644;2.0;5;1169190000
628;9784;3.0;2;1169190000
698;10322;5.0;5;1169190000
889;4555;4.0;1;1169190000
1229;6876;5.0;1;1169190000
2052;2687;5.0;4;1169190000
2308;400;4.0;5;1169190000
46;1115;5.0;2;1169362800
248;3833;5.0;2;1169362800
438;8047;4.0;6;1169362800
486;8494;5.0;2;1169362800
544;8956;4.0;3;1169362800
607;3833;4.0;2;1169362800
1481;13067;4.0;2;1169362800
192;4412;4.0;5;1169449200
438;2293;3.0;6;1169449200
594;9424;5.0;4;1169449200
626;1472;5.0;6;1169449200
1109;10255;3.0;6;1169449200
288;6565;5.0;3;1169535600
337;3429;4.0;6;1169535600
499;7948;4.0;2;1169535600
524;8834;4.0;3;1169535600
691;10268;4.0;3;1169535600
1225;7068;3.0;4;1169535600
135;2404;4.0;6;1169622000
245;5089;3.0;6;1169622000
245;5090;5.0;6;1169622000
260;6191;4.0;6;1169622000
260;6192;5.0;1;1169622000
341;7068;5.0;4;1169622000
607;9526;4.0;2;1169622000
1747;1629;1.0;2;1169622000
1796;7877;5.0;6;1169622000
341;2687;5.0;4;1169708400
341;7067;5.0;6;1169708400
417;7864;5.0;6;1169708400
472;416;3.0;1;1169708400
594;8585;4.0;3;1169708400
1797;6972;5.0;6;1169708400
192;4411;5.0;5;1169794800
258;6172;5.0;5;1169794800
341;7066;5.0;1;1169794800
375;7370;3.0;3;1169794800
472;8481;4.0;6;1169794800
618;9591;5.0;1;1169794800
1798;15410;5.0;5;1169794800
1798;8247;2.0;5;1169794800
21;950;5.0;2;1169881200
21;951;2.0;2;1169881200
338;7024;5.0;6;1169881200
868;11395;5.0;3;1169881200
248;5708;4.0;2;1169967600
258;6171;5.0;5;1169967600
381;1831;5.0;2;1169967600
686;477;4.0;4;1169967600
821;11186;4.0;4;1169967600
884;2481;4.0;6;1169967600
1465;14257;5.0;6;1169967600
1867;3103;4.0;5;1169967600
341;800;4.0;1;1170054000
429;7978;4.0;4;1170054000
472;8480;2.0;1;1170054000
611;5017;4.0;6;1170054000
1483;3833;5.0;2;1170054000
1611;2687;5.0;4;1170054000
1867;15605;5.0;4;1170054000
46;1519;4.0;2;1170140400
101;2432;4.0;4;1170140400
136;3206;5.0;6;1170140400
341;965;5.0;6;1170140400
341;7065;5.0;2;1170140400
472;8479;3.0;6;1170140400
544;923;4.0;6;1170140400
627;9667;5.0;2;1170140400
731;10557;5.0;6;1170140400
731;4093;5.0;6;1170140400
1500;14453;4.0;3;1170140400
1747;15249;5.0;2;1170140400
245;800;4.0;1;1170226800
258;6170;5.0;5;1170226800
337;7010;5.0;3;1170226800
341;4225;5.0;3;1170226800
472;8478;5.0;6;1170226800
696;10300;4.0;6;1170226800
743;10666;5.0;5;1170226800
807;11094;3.0;3;1170226800
136;3205;2.0;6;1170313200
324;6908;4.0;1;1170313200
341;6891;4.0;5;1170313200
377;1914;4.0;6;1170313200
381;6647;5.0;2;1170313200
472;8477;4.0;6;1170313200
505;8740;5.0;1;1170313200
524;8833;4.0;3;1170313200
594;9415;5.0;3;1170313200
628;7413;3.0;2;1170313200
783;10887;3.0;3;1170313200
1796;15386;4.0;6;1170313200
338;7023;5.0;5;1170399600
341;7064;5.0;6;1170399600
341;4312;4.0;5;1170399600
381;3333;5.0;2;1170399600
383;7430;4.0;3;1170399600
469;8448;5.0;2;1170399600
472;961;4.0;6;1170399600
627;9665;5.0;3;1170399600
627;9666;5.0;3;1170399600
1500;13626;5.0;3;1170399600
1615;963;5.0;2;1170399600
101;2431;5.0;4;1170486000
373;1189;5.0;2;1170486000
378;7400;5.0;2;1170486000
469;3838;4.0;2;1170486000
341;6687;1.0;2;1170572400
341;7063;5.0;2;1170572400
595;9437;4.0;3;1170572400
859;4149;2.0;4;1170572400
1109;12582;2.0;6;1170572400
46;103;4.0;2;1170658800
245;5088;4.0;1;1170658800
341;2243;4.0;3;1170658800
341;4982;2.0;2;1170658800
381;2937;5.0;2;1170658800
465;3839;3.0;5;1170658800
606;1115;5.0;2;1170658800
627;9664;5.0;2;1170658800
1567;2201;4.0;4;1170658800
1922;4558;3.0;1;1170658800
108;2580;3.0;3;1170745200
108;2606;4.0;6;1170745200
108;2608;4.0;6;1170745200
108;2609;5.0;6;1170745200
245;1687;5.0;2;1170745200
248;5707;5.0;5;1170745200
341;785;5.0;5;1170745200
383;7431;3.0;4;1170745200
384;7457;3.0;1;1170745200
438;8046;3.0;6;1170745200
441;8063;5.0;5;1170745200
441;7874;5.0;6;1170745200
594;7573;4.0;3;1170745200
1013;11976;5.0;4;1170745200
1813;1612;1.0;3;1170745200
108;2571;3.0;5;1170831600
108;2589;4.0;5;1170831600
108;2591;4.0;5;1170831600
108;2602;1.0;3;1170831600
338;5078;5.0;2;1170831600
341;2811;5.0;6;1170831600
383;3454;5.0;3;1170831600
383;6759;5.0;3;1170831600
469;8447;4.0;2;1170831600
472;8476;4.0;6;1170831600
544;315;4.0;2;1170831600
606;3833;5.0;2;1170831600
610;743;5.0;5;1170831600
626;9643;5.0;6;1170831600
628;7860;4.0;3;1170831600
679;10213;5.0;5;1170831600
782;7030;4.0;6;1170831600
41;1452;4.0;4;1170918000
101;2430;5.0;6;1170918000
108;2611;5.0;5;1170918000
108;1665;4.0;5;1170918000
108;2612;5.0;5;1170918000
118;2776;3.0;6;1170918000
165;3843;5.0;5;1170918000
192;4410;5.0;5;1170918000
337;7009;4.0;3;1170918000
338;7022;5.0;2;1170918000
505;4392;5.0;1;1170918000
606;8442;5.0;2;1170918000
607;3823;5.0;2;1170918000
659;858;4.0;1;1170918000
873;11430;4.0;4;1170918000
1565;3084;5.0;6;1170918000
108;2588;4.0;5;1171004400
108;2590;5.0;5;1171004400
192;4409;4.0;5;1171004400
248;1067;4.0;5;1171004400
461;2145;5.0;3;1171004400
627;9663;5.0;2;1171004400
873;32;4.0;1;1171004400
108;2610;2.0;5;1171090800
341;7062;4.0;3;1171090800
341;923;5.0;6;1171090800
472;8475;5.0;6;1171090800
376;7377;4.0;3;1171177200
1109;12581;3.0;6;1171177200
1172;506;5.0;3;1171177200
1987;7896;4.0;6;1171177200
108;821;5.0;5;1171263600
248;5706;5.0;2;1171263600
333;5695;4.0;2;1171263600
341;7061;2.0;4;1171263600
341;2967;5.0;2;1171263600
461;8162;4.0;2;1171263600
594;9412;4.0;4;1171263600
628;9783;4.0;3;1171263600
698;10321;5.0;3;1171263600
734;10600;3.0;4;1171263600
743;10665;5.0;3;1171263600
991;6773;3.0;6;1171263600
1498;14434;2.0;4;1171263600
1796;15385;3.0;6;1171263600
108;1868;3.0;5;1171350000
348;4628;4.0;3;1171350000
377;7388;4.0;4;1171350000
472;8474;2.0;6;1171350000
524;6746;5.0;5;1171350000
1668;2908;2.0;5;1171350000
108;2607;3.0;1;1171436400
118;2775;3.0;6;1171436400
192;4408;4.0;3;1171436400
338;940;5.0;2;1171436400
381;7421;4.0;2;1171436400
400;900;4.0;3;1171436400
472;8473;3.0;6;1171436400
505;7585;5.0;1;1171436400
594;9423;1.0;3;1171436400
607;1116;4.0;2;1171436400
742;1006;5.0;2;1171436400
248;5705;5.0;5;1171522800
341;1206;5.0;3;1171522800
381;4914;5.0;2;1171522800
472;8472;4.0;6;1171522800
731;10556;4.0;6;1171522800
819;3203;4.0;6;1171522800
1016;29;5.0;2;1171522800
1763;7880;5.0;6;1171522800
192;4407;5.0;5;1171609200
248;5704;5.0;2;1171609200
338;2044;5.0;2;1171609200
373;7363;5.0;2;1171609200
628;9782;5.0;2;1171609200
698;10320;5.0;2;1171609200
760;10782;5.0;4;1171609200
811;11109;5.0;3;1171609200
341;2560;4.0;5;1171695600
465;8367;4.0;5;1171695600
136;3204;2.0;6;1171782000
192;4406;4.0;3;1171782000
376;7376;4.0;3;1171782000
594;7618;4.0;6;1171782000
991;477;5.0;4;1171782000
245;5086;5.0;3;1171868400
245;5087;5.0;3;1171868400
341;7060;5.0;2;1171868400
341;1130;5.0;5;1171868400
373;7362;5.0;2;1171868400
442;8066;2.0;6;1171868400
568;9209;5.0;5;1171868400
627;9662;5.0;2;1171868400
628;9781;4.0;2;1171868400
1498;14433;5.0;3;1171868400
1867;8631;5.0;6;1171868400
192;827;5.0;5;1171954800
245;5085;5.0;3;1171954800
341;2188;5.0;5;1171954800
373;15;5.0;2;1171954800
374;2198;5.0;4;1171954800
381;7420;5.0;2;1171954800
447;8091;5.0;1;1171954800
594;8241;4.0;2;1171954800
628;9780;5.0;2;1171954800
21;4;5.0;1;1172041200
101;2429;5.0;1;1172041200
107;2490;5.0;3;1172041200
288;6564;5.0;3;1172041200
333;6979;4.0;2;1172041200
338;7021;5.0;5;1172041200
341;2532;5.0;5;1172041200
381;7419;4.0;2;1172041200
568;9208;5.0;5;1172041200
1109;3128;4.0;6;1172041200
1500;3865;5.0;5;1172041200
2064;16117;5.0;5;1172041200
21;909;5.0;1;1172127600
114;2676;4.0;5;1172127600
341;827;4.0;5;1172127600
341;7059;5.0;5;1172127600
341;2590;5.0;5;1172127600
472;8471;4.0;6;1172127600
1480;1484;4.0;2;1172127600
248;5703;5.0;2;1172214000
337;7008;4.0;4;1172214000
341;791;4.0;5;1172214000
341;7057;5.0;5;1172214000
341;7058;3.0;5;1172214000
373;7361;5.0;2;1172214000
438;5038;5.0;6;1172214000
465;8366;3.0;5;1172214000
1270;8955;5.0;6;1172214000
1614;32;4.0;1;1172214000
373;3333;5.0;2;1172300400
381;6979;5.0;2;1172300400
606;3838;5.0;2;1172300400
620;9609;4.0;4;1172300400
620;4405;5.0;5;1172300400
620;9610;4.0;5;1172300400
620;9611;4.0;5;1172300400
620;9612;4.0;5;1172300400
13;859;5.0;1;1172386800
341;3392;2.0;5;1172386800
359;7278;5.0;4;1172386800
373;3836;5.0;2;1172386800
628;9779;4.0;3;1172386800
1113;2376;3.0;6;1172386800
2052;995;5.0;6;1172386800
13;159;5.0;1;1172473200
13;858;4.0;1;1172473200
46;1518;4.0;2;1172473200
258;6169;5.0;5;1172473200
321;6880;3.0;3;1172473200
321;6881;5.0;3;1172473200
327;423;5.0;6;1172473200
341;3863;4.0;5;1172473200
620;9608;1.0;3;1172473200
626;6879;5.0;6;1172473200
628;9778;4.0;2;1172473200
1944;2658;3.0;6;1172473200
13;857;5.0;1;1172559600
108;766;4.0;5;1172559600
114;2675;5.0;5;1172559600
192;2739;5.0;5;1172559600
192;4405;5.0;5;1172559600
341;7055;5.0;2;1172559600
341;7056;4.0;5;1172559600
373;29;5.0;2;1172559600
620;9606;4.0;3;1172559600
814;11114;5.0;2;1172559600
1867;1892;5.0;6;1172559600
13;856;5.0;1;1172646000
136;3203;5.0;6;1172646000
248;5702;5.0;2;1172646000
324;6907;4.0;2;1172646000
341;7054;5.0;5;1172646000
441;8062;4.0;1;1172646000
628;9777;5.0;2;1172646000
1611;14686;5.0;6;1172646000
1611;14687;5.0;6;1172646000
341;7053;4.0;5;1172732400
359;7277;5.0;4;1172732400
472;8470;4.0;6;1172732400
524;8832;5.0;4;1172732400
624;9637;4.0;3;1172732400
782;10854;4.0;6;1172732400
359;7276;5.0;4;1172818800
377;1194;4.0;3;1172818800
461;8164;4.0;2;1172818800
568;9207;5.0;5;1172818800
1611;909;5.0;1;1172818800
21;948;4.0;2;1172905200
333;6978;5.0;2;1172905200
461;8244;5.0;2;1172905200
828;8953;4.0;6;1172905200
1611;33;5.0;1;1172905200
21;947;5.0;5;1172991600
341;7052;5.0;5;1172991600
628;9776;5.0;2;1172991600
21;946;4.0;5;1173078000
167;3875;4.0;6;1173078000
245;5084;5.0;3;1173078000
359;858;3.0;1;1173078000
734;8365;4.0;5;1173078000
989;790;4.0;6;1173078000
1611;11419;5.0;6;1173078000
1611;965;5.0;6;1173078000
104;2480;4.0;3;1173164400
288;6563;5.0;2;1173164400
341;3203;5.0;6;1173164400
374;2577;5.0;1;1173164400
447;8090;4.0;1;1173164400
461;8170;4.0;3;1173164400
573;9268;5.0;4;1173164400
628;7925;2.0;2;1173164400
1013;11975;3.0;4;1173164400
1109;12580;3.0;6;1173164400
21;945;4.0;1;1173250800
107;2489;5.0;3;1173250800
135;579;5.0;6;1173250800
200;4483;5.0;2;1173250800
311;6783;5.0;5;1173250800
338;1920;5.0;5;1173250800
341;7051;5.0;4;1173250800
782;10853;3.0;6;1173250800
136;3202;2.0;6;1173337200
341;477;4.0;4;1173337200
341;7050;5.0;3;1173337200
341;4304;5.0;3;1173337200
381;7418;5.0;2;1173337200
441;3840;4.0;2;1173337200
620;9607;4.0;5;1173337200
624;1474;4.0;4;1173337200
626;9642;5.0;6;1173337200
679;10212;4.0;5;1173337200
2;90;4.0;4;1173423600
120;2429;5.0;1;1173423600
341;580;5.0;4;1173423600
341;7049;5.0;3;1173423600
465;8365;4.0;5;1173423600
740;6304;4.0;6;1173423600
819;10852;4.0;6;1173423600
120;2811;4.0;6;1173510000
628;9775;5.0;2;1173510000
2;89;4.0;3;1173596400
333;4816;4.0;2;1173596400
341;7048;5.0;4;1173596400
381;7417;5.0;2;1173596400
383;7429;5.0;4;1173596400
461;8183;5.0;2;1173596400
594;9422;2.0;2;1173596400
46;1489;5.0;2;1173682800
85;1472;5.0;6;1173682800
192;854;5.0;3;1173682800
280;2297;5.0;4;1173682800
341;7047;5.0;3;1173682800
341;2668;5.0;5;1173682800
376;7375;3.0;3;1173682800
378;7399;4.0;2;1173682800
383;7428;5.0;4;1173682800
441;8061;5.0;5;1173682800
447;8089;5.0;2;1173682800
626;9641;1.0;6;1173682800
659;9149;4.0;5;1173682800
733;944;5.0;2;1173682800
1017;11989;4.0;2;1173682800
1480;14312;5.0;3;1173682800
95;2321;4.0;3;1173769200
245;5083;5.0;3;1173769200
341;7046;5.0;3;1173769200
447;6876;5.0;1;1173769200
461;5819;4.0;2;1173769200
463;8256;5.0;1;1173769200
539;8920;4.0;5;1173769200
598;2429;5.0;1;1173769200
620;9605;4.0;5;1173769200
628;9774;5.0;2;1173769200
659;10140;3.0;5;1173769200
868;4510;4.0;1;1173769200
1480;8442;5.0;2;1173769200
2;88;5.0;1;1173855600
21;943;3.0;1;1173855600
108;2605;4.0;5;1173855600
337;3426;4.0;6;1173855600
341;7044;4.0;3;1173855600
341;7045;5.0;3;1173855600
447;8088;5.0;2;1173855600
594;9421;1.0;2;1173855600
1109;12579;2.0;6;1173855600
1798;4113;5.0;5;1173855600
1855;422;5.0;1;1173855600
104;2479;5.0;3;1173942000
280;559;5.0;3;1173942000
381;9;4.0;1;1173942000
461;7035;4.0;2;1173942000
595;9436;5.0;2;1173942000
598;9459;5.0;3;1173942000
628;9773;5.0;3;1173942000
108;307;4.0;5;1174028400
341;7042;4.0;3;1174028400
341;1514;3.0;3;1174028400
341;7043;4.0;4;1174028400
627;9661;4.0;2;1174028400
884;11451;5.0;4;1174028400
1567;14569;5.0;5;1174028400
46;857;3.0;1;1174114800
85;2196;4.0;6;1174114800
162;3776;3.0;3;1174114800
280;6434;2.0;2;1174114800
280;6435;5.0;3;1174114800
341;7041;4.0;3;1174114800
381;7416;5.0;2;1174114800
461;8243;4.0;2;1174114800
540;3850;5.0;5;1174114800
594;9138;3.0;2;1174114800
737;6728;4.0;6;1174114800
1611;14685;5.0;4;1174114800
381;2740;5.0;2;1174201200
1013;7622;5.0;4;1174201200
1611;14684;5.0;3;1174201200
12;581;5.0;4;1174287600
46;1517;4.0;3;1174287600
103;2471;5.0;4;1174287600
341;927;5.0;2;1174287600
377;2337;4.0;2;1174287600
381;6522;5.0;1;1174287600
540;8929;5.0;5;1174287600
594;9420;4.0;3;1174287600
626;4725;5.0;6;1174287600
754;10753;5.0;6;1174287600
780;10844;5.0;4;1174287600
871;11429;4.0;4;1174287600
1498;14432;4.0;3;1174287600
12;580;4.0;4;1174374000
338;7020;2.0;2;1174374000
438;7895;4.0;6;1174374000
594;9419;5.0;2;1174374000
734;10599;5.0;5;1174374000
871;2316;5.0;4;1174374000
1269;13370;4.0;5;1174374000
341;7040;4.0;4;1174460400
359;7275;5.0;4;1174460400
429;7977;4.0;4;1174460400
543;8948;3.0;5;1174460400
543;3862;4.0;5;1174460400
543;8949;3.0;5;1174460400
543;6059;4.0;5;1174460400
543;783;5.0;5;1174460400
543;8950;3.0;5;1174460400
543;2668;4.0;5;1174460400
543;8951;5.0;5;1174460400
618;7342;5.0;2;1174460400
628;9772;5.0;3;1174460400
733;10595;5.0;1;1174460400
893;827;5.0;5;1174460400
895;2923;5.0;2;1174460400
1109;4869;3.0;1;1174460400
341;7039;5.0;2;1174546800
499;8711;5.0;6;1174546800
540;8927;5.0;5;1174546800
540;664;4.0;5;1174546800
540;8928;5.0;5;1174546800
543;626;2.0;5;1174546800
543;6163;3.0;5;1174546800
543;8945;5.0;5;1174546800
543;8946;4.0;5;1174546800
543;1119;4.0;5;1174546800
543;8947;5.0;5;1174546800
543;3664;3.0;5;1174546800
594;9418;4.0;6;1174546800
595;9435;5.0;3;1174546800
628;9771;4.0;4;1174546800
46;1516;5.0;6;1174633200
258;1612;5.0;3;1174633200
341;1131;5.0;5;1174633200
341;7038;2.0;5;1174633200
378;7398;5.0;2;1174633200
461;8242;4.0;2;1174633200
543;8927;4.0;5;1174633200
607;9079;4.0;1;1174633200
995;853;5.0;1;1174633200
135;3073;4.0;3;1174719600
341;7037;4.0;4;1174719600
441;8060;5.0;5;1174719600
543;5117;4.0;5;1174719600
620;9604;4.0;2;1174719600
740;995;5.0;6;1174719600
894;11503;5.0;4;1174719600
1498;14430;5.0;3;1174719600
1498;14431;4.0;3;1174719600
1611;14683;4.0;4;1174719600
116;2619;4.0;2;1174806000
341;7036;5.0;5;1174806000
359;7274;5.0;4;1174806000
441;8059;5.0;5;1174806000
594;9417;4.0;3;1174806000
742;10651;4.0;2;1174806000
870;11418;5.0;6;1174806000
870;1302;5.0;5;1174806000
870;428;4.0;6;1174806000
870;8489;5.0;6;1174806000
870;9581;5.0;4;1174806000
870;90;5.0;4;1174806000
870;11419;5.0;6;1174806000
1013;7542;4.0;4;1174806000
1109;2293;4.0;6;1174806000
2280;16580;4.0;2;1174806000
108;2604;5.0;5;1174892400
136;3201;3.0;6;1174892400
526;4073;5.0;3;1174892400
575;6768;5.0;1;1174892400
620;9603;4.0;3;1174892400
21;942;4.0;5;1174978800
46;1515;4.0;2;1174978800
95;2320;5.0;3;1174978800
165;3842;4.0;3;1174978800
341;7035;5.0;2;1174978800
594;9416;5.0;3;1174978800
607;9525;4.0;2;1174978800
1009;11959;5.0;3;1174978800
1813;9581;4.0;4;1174978800
341;7034;5.0;3;1175065200
540;8926;5.0;5;1175065200
544;8954;4.0;2;1175065200
598;7386;4.0;2;1175065200
21;941;4.0;2;1175151600
331;6976;4.0;1;1175151600
341;7033;5.0;3;1175151600
367;945;4.0;1;1175151600
381;7415;5.0;2;1175151600
391;7541;4.0;4;1175151600
465;7946;5.0;5;1175151600
740;995;4.0;6;1175151600
103;2470;5.0;3;1175238000
116;2482;5.0;4;1175238000
594;9414;4.0;2;1175238000
597;7065;5.0;2;1175238000
894;11502;4.0;4;1175238000
1823;7513;5.0;4;1175238000
20;926;5.0;3;1175324400
188;1785;4.0;6;1175324400
331;6975;4.0;1;1175324400
526;8850;4.0;3;1175324400
539;8919;4.0;3;1175324400
620;9602;3.0;3;1175324400
116;2617;2.0;2;1175410800
376;1687;5.0;2;1175410800
620;584;1.0;3;1175410800
782;3203;4.0;6;1175410800
1109;12578;3.0;6;1175410800
21;88;5.0;1;1175497200
258;6168;5.0;5;1175497200
461;8241;4.0;2;1175497200
486;8608;5.0;3;1175497200
539;8918;4.0;3;1175497200
570;9258;5.0;3;1175497200
590;9384;1.0;6;1175497200
590;9385;4.0;6;1175497200
590;9386;2.0;6;1175497200
594;9413;4.0;2;1175497200
607;9524;3.0;1;1175497200
620;9601;5.0;3;1175497200
731;10555;4.0;4;1175497200
957;11726;4.0;3;1175497200
1234;13255;4.0;2;1175497200
46;1514;5.0;3;1175583600
103;2469;5.0;4;1175583600
136;3200;4.0;6;1175583600
200;4482;1.0;5;1175583600
465;8364;2.0;5;1175583600
620;9600;5.0;3;1175583600
896;3533;5.0;5;1175583600
957;11725;4.0;3;1175583600
321;6879;5.0;6;1175670000
341;7032;5.0;2;1175670000
526;1512;4.0;2;1175670000
884;6921;5.0;6;1175670000
957;11724;5.0;3;1175670000
994;11900;4.0;6;1175670000
12;406;5.0;1;1175756400
526;8849;1.0;2;1175756400
533;8891;5.0;4;1175756400
871;7065;5.0;2;1175756400
1867;2606;5.0;6;1175756400
135;2429;3.0;1;1175842800
378;7397;4.0;2;1175842800
461;8169;4.0;2;1175842800
872;10764;2.0;4;1175842800
1109;12577;2.0;6;1175842800
200;2918;2.0;5;1175929200
740;7019;5.0;6;1175929200
103;2468;5.0;5;1176015600
338;7019;5.0;6;1176015600
461;8237;4.0;2;1176015600
381;871;5.0;2;1176102000
465;8363;4.0;5;1176102000
490;2028;4.0;6;1176102000
524;8831;5.0;3;1176102000
526;8848;4.0;3;1176102000
889;6768;5.0;1;1176102000
107;835;5.0;5;1176188400
258;406;5.0;1;1176188400
377;2994;4.0;2;1176188400
381;7397;5.0;2;1176188400
628;9770;4.0;3;1176188400
1615;14699;4.0;5;1176188400
21;940;5.0;2;1176274800
202;4031;5.0;2;1176274800
438;8044;2.0;6;1176274800
461;8239;4.0;2;1176274800
465;8362;4.0;2;1176274800
628;9769;5.0;2;1176274800
322;6882;5.0;5;1176361200
465;8361;4.0;5;1176361200
893;9893;5.0;3;1176361200
108;2603;4.0;5;1176447600
136;3199;4.0;6;1176447600
200;4481;4.0;2;1176447600
258;6167;5.0;5;1176447600
338;7018;5.0;2;1176447600
378;3834;5.0;2;1176447600
461;8240;4.0;2;1176447600
526;8847;5.0;3;1176447600
805;11089;5.0;1;1176447600
12;579;5.0;6;1176534000
192;4404;5.0;3;1176534000
740;8044;4.0;6;1176534000
782;10852;4.0;6;1176534000
607;1499;5.0;2;1176620400
870;11417;5.0;3;1176620400
870;2919;5.0;1;1176620400
893;3850;5.0;5;1176620400
893;11486;4.0;3;1176620400
894;4809;5.0;3;1176620400
329;477;4.0;4;1176706800
336;7000;4.0;4;1176706800
367;7342;5.0;2;1176706800
371;7354;3.0;3;1176706800
1270;13386;5.0;6;1176706800
1480;6144;5.0;2;1176706800
12;159;4.0;1;1176793200
118;2774;2.0;6;1176793200
